Date,Open,High,Low,Close,Adj Close,Volume,Adj_Close,MA50,MA200,Returns,Volatility,MA20,Upper,Lower
2014-11-07,349.817993,352.731995,341.776001,342.415009,342.415009,16834200,,0.002256974539216289,,0.5639717511109115,0.3254328944095639,0.0019895757931686106,0.0019887178898578693,0.001990433695004971
2014-11-08,342.153992,347.032013,342.153992,345.488007,345.488007,8535470,,0.0022406930855636,,0.6098845674648303,0.30713158271639207,0.0019545663153601356,0.0019536653733869913,0.001955467255784934
2014-11-09,345.376007,363.626007,344.255005,363.264008,363.264008,24205600,,0.00222562280203151,,0.6779390654923314,0.3132701137738694,0.0019390068118780687,0.0019381202822492398,0.0019398933399833208
2014-11-10,362.265015,374.81601,357.561005,366.924011,366.924011,30450100,,0.0022150904390264336,,0.6116482638437003,0.3115551549605715,0.0019234711454907522,0.0019225805723124766,0.0019243617171385017
2014-11-11,365.856995,371.309998,363.734985,367.695007,367.695007,15838900,,0.002203712766879671,,0.5988727045311252,0.31121126183796355,0.0019111839066448138,0.0019102925147500148,0.001912075297007679
2014-11-12,367.984985,429.717987,367.984985,423.561005,423.561005,45783200,,0.0021996744379838545,,0.8389277514327758,0.3755601769664596,0.0019629488246502166,0.0019622086989329215,0.0019636889490955408
2014-11-13,427.27301,457.092987,401.122986,420.734985,420.734985,58945000,,0.0021988588454441025,,0.5848167066849449,0.37255886370698943,0.0020125253284206906,0.0020117781921366313,0.0020132724634207315
2014-11-14,418.416992,419.252014,384.789001,397.817993,397.817993,29589200,,0.0021943166220920766,,0.5082396170367319,0.3808299119276507,0.0020526911247022973,0.0020519634601201763,0.0020534187880338626
2014-11-15,399.649994,405.528015,371.007996,376.132996,376.132996,15727500,,0.0021849746306240765,,0.5081740949917988,0.3904740728239493,0.0020697190855561817,0.0020690140996458242,0.0020704240702549594
2014-11-16,374.730011,390.799011,374.60199,387.881989,387.881989,11905600,,0.0021811317730160117,,0.6455509617909729,0.3935604963168595,0.0020974458390467837,0.002096748130140809,0.002098143546753686
2014-11-17,388.348999,410.199005,377.502014,387.40799,387.40799,41518800,,0.002184508716333516,,0.5935483926525975,0.3819334711307141,0.0021211176355680947,0.002120392623178559,0.0021218426467116335
2014-11-18,387.785004,392.402008,371.117004,375.197998,375.197998,32222500,,0.0021844198888020788,,0.545011514058136,0.3856838400460879,0.002152590256829781,0.0021518740849531845,0.0021533064274755747
2014-11-19,373.895996,386.480988,373.895996,380.554993,380.554993,18931800,,0.0021823102441760325,,0.6183811665897088,0.3830710478598688,0.00218060071052551,0.002179878422585623,0.0021813229972240823
2014-11-20,380.307007,382.024994,356.781006,357.839996,357.839996,25233200,,0.0021737993632866357,,0.49987617772372084,0.39565582922655984,0.0021961109386531333,0.0021954182386187088,0.002196803637497094
2014-11-21,357.878998,357.878998,344.112,350.847992,350.847992,29850100,,0.0021658006196146164,,0.5642013598215975,0.3952595805299488,0.0022160551755126697,0.0022153615614210307,0.002216748788412274
2014-11-22,351.604004,364.841003,350.877991,352.920013,352.920013,15273000,,0.002163623953478234,,0.6049680431906284,0.389231806419425,0.0022375322524671366,0.0022368244913979506,0.002238240012319974
2014-11-23,353.174988,370.845001,353.174988,367.572998,367.572998,15151600,,0.002176404971976113,,0.6620257289678986,0.3671990744610504,0.0022693322718309607,0.002268572760569552,0.002270091781787084
2014-11-24,366.947998,387.209015,366.669006,376.901001,376.901001,30930100,,0.002195025228789207,,0.6361640635850607,0.3658944047460846,0.002306209918966667,0.0023054473733847927,0.0023069724632380417
2014-11-25,376.885986,394.700989,374.783997,375.347992,375.347992,25442200,,0.0022099730077794234,,0.5889046829847004,0.363481270523472,0.0023347066818159225,0.002333938489790272,0.002335474872521369
2014-11-26,376.019012,377.697998,365.81601,368.369995,368.369995,18601700,,0.00222059980113497,,0.5657213537679517,0.3642936687545315,0.00234986807371289,0.0023491018038732203,0.00235063434223566
2014-11-27,370.502014,373.992004,368.282013,369.670013,369.670013,8748030,,0.0022261240364034344,,0.6011603416114444,0.3555047269727357,0.002371525521302081,0.002370738615820923,0.0023723124254308734
2014-11-28,369.373993,382.838013,358.454987,376.446991,376.446991,22946500,,0.002229895237495818,,0.6248773844290174,0.35241874504372894,0.0023961262358495636,0.002395332099366414,0.0023969203709679207
2014-11-29,376.152008,387.601013,372.144989,375.490997,375.490997,15375600,,0.0022344945763839354,,0.5914375801864664,0.35202249992028634,0.0024058420800828315,0.0024050470207616632,0.002406637138037622
2014-11-30,375.51001,382.527008,373.30899,378.046997,378.046997,9194440,,0.0022396945478405294,,0.606412105195815,0.3521351466125331,0.0024146806583611644,0.00241388587135772,0.0024154754439986983
2014-12-01,378.248993,383.661987,376.669006,379.244995,379.244995,11763000,,0.0022399243611597825,,0.6005832581769852,0.34459072204589436,0.0024238585421642905,0.0024230460334449555,0.0024246710494872587
2014-12-02,379.25,384.037994,377.863007,381.315002,381.315002,12364100,,0.0022369198795020306,,0.604251056025866,0.34086741391382636,0.0023902889049767415,0.002389467617536088,0.002391110191005942
2014-12-03,381.721985,383.026001,374.346008,375.01001,375.01001,13340100,,0.0022283809346574047,,0.5690151439519036,0.33897074392017135,0.002353954797317852,0.002353129021429565,0.0023547805717869727
2014-12-04,375.717987,378.654999,367.759003,369.604004,369.604004,14529600,,0.002220070150485331,,0.572410442515782,0.3388811199357844,0.002331535318382921,0.0023307093126109057,0.0023323613227353747
2014-12-05,369.441986,379.191986,365.756012,376.854004,376.854004,15181800,,0.0022181873563016426,,0.6269330545823368,0.33667450460906734,0.0023321082477786178,0.002331277056893039,0.0023329394372357233
2014-12-06,376.756989,378.447998,370.945007,374.785004,374.785004,7009320,,0.0022152244820471028,,0.5867102056875301,0.33676824611135825,0.002321701084887946,0.002320870105354624,0.002322532062993159
2014-12-07,374.835999,376.291992,373.274994,375.095001,375.095001,6491650,,0.0022098267216349877,,0.5968314101864578,0.33513301246605287,0.002311916903093889,0.0023110820723096464,0.0023127517324434037
2014-12-08,374.964996,376.028992,361.885986,361.908997,361.908997,18898700,,0.0022007010102744317,,0.5391851394096487,0.3398720065574071,0.0023013571599116768,0.0023005334568181788,0.0023021808615895697
2014-12-09,361.894989,363.066986,344.950989,352.218994,352.218994,32915500,,0.0021905883290573277,,0.5526095523938737,0.34148042470515527,0.0022788407290489335,0.0022780207864334713,0.0022796606702552525
2014-12-10,352.204987,352.384003,346.36499,346.36499,346.36499,16427700,,0.0021773440362110224,,0.5688781803480674,0.3419414951002302,0.0022697224276525874,0.0022689035607297565,0.0022705412931681252
2014-12-11,344.339996,361.356995,338.763,350.506012,350.506012,32431300,,0.0021665623811091377,,0.6146608140671261,0.3424496042543741,0.0022694506825474844,0.00226863300946144,0.002270268354228287
2014-12-12,350.833008,352.983002,349.290985,352.541992,352.541992,16989800,,0.002164622461153184,,0.6048125342986852,0.32594947228776183,0.002269150298442052,0.0022682938493401553,0.0022700067460720667
2014-12-13,352.381012,352.381012,346.588013,347.376007,347.376007,11675900,,0.0021610005087519335,,0.5720292949279194,0.32684254118830114,0.0022531013089045035,0.002252246944747943,0.002253955671592766
2014-12-14,346.72699,353.31601,345.417999,351.631989,351.631989,12415200,,0.0021624405048963555,,0.6151352735623671,0.3233871356733169,0.0022330219758388927,0.0022321594741315748,0.002233884476063927
2014-12-15,351.360992,351.815002,344.93399,345.345001,345.345001,17264200,,0.002159350168159836,,0.5668609302270449,0.3229355814026168,0.002209180915125734,0.002208317331767139,0.002210044497000186
2014-12-16,345.673004,345.859009,327.062012,327.062012,327.062012,30864900,,0.0021507890943593486,,0.5106872282146453,0.33416345838299244,0.002176356650016928,0.0021755194242681166,0.002177193874326894
2014-12-17,326.855011,333.95401,315.152008,319.776001,319.776001,37567900,,0.0021382936951470227,,0.5598152197962101,0.33509736131122414,0.0021367097305042995,0.0021358746653843265,0.0021375447941891406
2014-12-18,319.785004,323.709015,304.231995,311.395996,311.395996,39173000,,0.0021303045246085124,,0.5535209034393035,0.32272407447126905,0.002085018726722496,0.0020841545396249966,0.002085882912334815
2014-12-19,311.178986,318.53299,306.769012,317.842987,317.842987,23823100,,0.002121236593805119,,0.6286760565870595,0.32094425916605207,0.0020392103036088534,0.0020383418945341815,0.0020400787111910894
2014-12-20,317.618988,330.325012,316.044006,329.955994,329.955994,20856700,,0.002118474471383,,0.6565636552694387,0.32555251739627056,0.002000996096156013,0.0020001384837759375,0.002001853707062207
2014-12-21,329.542999,329.628998,318.903015,320.842987,320.842987,15207600,,0.002116854512413905,,0.5512570927639774,0.32297843123398684,0.0019545885290405073,0.001953724827610357,0.0019554522289863116
2014-12-22,321.067993,334.117004,320.424988,331.885986,331.885986,22315100,,0.0021188337221053006,,0.6506496420466279,0.3277239802844103,0.0019153111059513326,0.0019144585229393164,0.0019161636874981116
2014-12-23,332.016998,336.286987,329.60199,334.571991,334.571991,16574200,,0.0021211510613309142,,0.6084725607304927,0.32786369160405304,0.0018831781340719988,0.00188232585177369,0.0018840304149055874
2014-12-24,334.38501,334.740997,321.356995,322.533997,322.533997,15092300,,0.002118523334251948,,0.5378609609016474,0.33301986015159024,0.0018457752333193435,0.0018449350360168928,0.0018466154291778428
2014-12-25,322.286011,322.670013,316.958008,319.007996,319.007996,9883640,,0.002111761517554358,,0.5779913956218148,0.3303843320741544,0.0017998094764805701,0.0017989630461175223,0.0018006559053889556
2014-12-26,319.152008,331.424011,316.627014,327.924011,327.924011,16410500,,0.002104706483358771,,0.6402846099866296,0.3301625552515529,0.001762572663017809,0.0017617256794758246,0.0017634196451041797
2014-12-27,327.583008,328.911011,312.630005,315.863007,315.863007,15185200,,0.0020959390350948843,,0.5365799027253765,0.3339748568943982,0.0017155055701031231,0.0017146675051289274,0.0017163436336370321
2014-12-28,316.160004,320.028015,311.078003,317.239014,317.239014,11676600,,0.002086611241859768,,0.6024856786266636,0.3336830543012467,0.001680009783141124,0.0016791710019215859,0.001680848562919144
2014-12-29,317.700989,320.266998,312.307007,312.670013,312.670013,12302500,,0.0020699051481487983,,0.5724316516694576,0.32266348610435935,0.0016485832611265491,0.0016477185566181767,0.0016494479641488528
2014-12-30,312.718994,314.80899,309.372986,310.737,310.737,12528300,,0.0020513522453565747,,0.5856013865439842,0.32204251702539644,0.0016202724479586956,0.0016194062598288172,0.0016211386345999544
2014-12-31,310.914001,320.192993,310.210999,320.192993,320.192993,13942900,,0.0020356671211171525,,0.6442605752152276,0.326457988856633,0.001596185031928135,0.00159532919957866,0.0015970408628067888
2015-01-01,320.434998,320.434998,314.002991,314.248993,314.248993,8036550,,0.0019995723886057828,,0.5657645090044983,0.21271523819956914,0.001565756541846998,0.0015646333848008532,0.0015668796969629016
2015-01-02,314.07901,315.838989,313.565002,315.032013,315.032013,7860650,,0.001964669358003832,,0.5994983011186067,0.21306500605386794,0.001540055266775454,0.0015389329096082926,0.001541177622013749
2015-01-03,314.846008,315.149994,281.082001,281.082001,281.082001,33054400,,0.0019261232336704034,,0.4228491543809586,0.25464631659491177,0.001483994637779477,0.0014829699496475101,0.0014850193241504285
2015-01-04,281.145996,287.230011,257.612,264.195007,264.195007,55629100,,0.0018891614058081938,,0.499252305374428,0.2574086881039702,0.0014195110023370468,0.001418492750442635,0.0014205292524815056
2015-01-05,265.084015,278.341003,265.084015,274.473999,274.473999,43962800,,0.0018517141848778717,,0.6578402411018791,0.2605085323280919,0.0013777233682069228,0.0013767123651226465,0.0013787343695537023
2015-01-06,274.610992,287.553009,272.696014,286.188995,286.188995,23245700,,0.0018182917596315535,,0.6638879602396437,0.2717107794947702,0.0013510343674596578,0.0013500496670264058,0.0013520190662006165
2015-01-07,286.076996,298.753998,283.07901,294.337006,294.337006,24866800,,0.0017915915294972468,,0.6411201958042188,0.2736686711380317,0.0013374789050627522,0.0013364987940798424,0.0013384590143612563
2015-01-08,294.13501,294.13501,282.174988,283.348999,283.348999,19982500,,0.0017594941937357231,,0.5356963144668835,0.27684310387126676,0.0013100691957392053,0.0013090965212063234,0.0013110418686004622
2015-01-09,282.382996,291.114014,280.53299,290.40799,290.40799,18718600,,0.0017372282032490135,,0.6354197567026503,0.2666727319233966,0.0012786434500711061,0.0012776468478842783,0.0012796400505451873
2015-01-10,287.303009,288.127014,273.966003,274.79599,274.79599,15264300,,0.0017121158974838964,,0.5093772875520693,0.27713634690080413,0.0012420534563889547,0.0012410814125396008,0.001243025498567767
2015-01-11,274.608002,279.638,265.039001,265.660004,265.660004,18200800,,0.0016833027174301372,,0.5422409563374491,0.280334814588474,0.0011894287811473896,0.0011884642085637788,0.001190393352073299
2015-01-12,266.145996,272.203003,265.200012,267.79599,267.79599,18880300,,0.0016503564350531857,,0.6083878777759606,0.27088783862293286,0.0011363670482680594,0.0011353802294390013,0.0011373538654011845
2015-01-13,267.394012,268.277008,219.906006,225.860992,225.860992,72843904,,0.0016004831537584467,,0.3446229636960712,0.3600666377777435,0.0010595484743622595,0.001058771162120669,0.0010603257852679722
2015-01-14,223.893997,223.893997,171.509995,178.102997,178.102997,97638704,,0.0015353530257563065,,0.2567369716873269,0.49469580603770247,0.0009475821495399561,0.0009471211232839325,0.0009480431750036669
2015-01-15,176.897003,229.067001,176.897003,209.843994,209.843994,81773504,,0.0014830078763303492,,0.8810340829684623,0.5949822047793754,0.000853753075821678,0.0008535276446964475,0.0008539785065594854
2015-01-16,209.070007,221.591003,199.770996,208.097,208.097,38421000,,0.0014296566061580357,,0.5821681302764863,0.5945243328527563,0.0007681197496075772,0.0007678931688866581,0.0007683463299390991
2015-01-17,207.834,211.731003,194.875,199.259995,199.259995,23469700,,0.0013711496122046814,,0.5274702864186572,0.5949934610428003,0.0006743709312028406,0.0006741453723880558,0.0006745964896299828
2015-01-18,200.050003,218.695007,194.505997,210.339005,210.339005,30085100,,0.0013166165662393415,,0.684586184729279,0.606093167854801,0.0005930563791114586,0.0005928568350356497,0.0005932559228443331
2015-01-19,211.470993,216.727997,207.317993,214.860992,214.860992,18658300,,0.0012627326874934813,,0.6299498393273464,0.6078920779430379,0.000516871117193294,0.0005166757351394223,0.0005170664989113845
2015-01-20,212.906998,215.240997,205.153,211.315002,211.315002,24051100,,0.001207282347983023,,0.5690651588144465,0.6075657582025689,0.00043035418313969306,0.0004301579598820584,0.00043055040606010137
2015-01-21,211.378006,227.787994,211.212006,226.897003,226.897003,29924600,,0.0011562936572904964,,0.7136448909865276,0.6244209980160037,0.0003609423002709062,0.00036078562763883345,0.00036109897263372336
2015-01-22,227.322006,237.018997,226.434006,233.406006,233.406006,33544600,,0.0011095361367453715,,0.6414667430151402,0.6276509696854546,0.00029608041404563783,0.00029593127619915267,0.00029622955163581674
2015-01-23,233.516998,234.845001,225.195999,232.878998,232.878998,24621700,,0.001064389657150929,,0.5918887666845783,0.6276144624571817,0.00025777720883921095,0.0002576279522860177,0.00025792646513589325
2015-01-24,232.699997,248.210007,230.022003,247.847,247.847,24782500,,0.0010217916551905123,,0.698481432830303,0.6384065138110309,0.00024478670974443194,0.0002446628036420215,0.000244910615633899
2015-01-25,247.352005,255.074005,243.889999,253.718002,253.718002,33582700,,0.0009818154350735167,,0.6334576229265976,0.6406165165861878,0.00022829352129401584,0.00022817479458557468,0.00022841224779841535
2015-01-26,254.078995,309.384003,254.078995,273.472992,273.472992,106794000,,0.0009482599349504113,,0.7202516695615936,0.6572164412340168,0.00021818909538688733,0.00021810937026901138,0.00021826882036774875
2015-01-27,273.166992,275.480011,250.653,263.475006,263.475006,44399000,,0.0009157571156337965,,0.5369332646486269,0.6574258821051531,0.00019366544653702782,0.00019358619253784584,0.00019374470040000496
2015-01-28,263.351013,266.535004,227.046005,233.914993,233.914993,44352200,,0.000876693236074799,,0.41575811912089233,0.683073130431806,0.00015438405828008175,0.00015436504225594273,0.00015440307427153944
2015-01-29,233.348007,238.705994,220.712006,233.513,233.513,32213400,,0.0008394296058671169,,0.5927528932723221,0.682867407103439,0.00010917400202720444,0.0001091544636989128,0.00010919354032191747
2015-01-30,232.772003,242.850998,225.839005,226.425003,226.425003,26605200,,0.0007984581632264317,,0.5468754104369813,0.6834036336013077,7.073731290436125e-05,7.071900169445351e-05,7.075562408279936e-05
2015-01-31,226.440994,233.503998,216.309006,217.464005,217.464005,23348200,,0.0007538555278917237,,0.5321001172788555,0.6854018980825239,3.2439673236024646e-05,3.242602509290725e-05,3.2453321355686415e-05
2015-02-01,216.867004,231.574005,212.014999,226.972,226.972,29128500,,0.0007140982281545081,,0.6655550321235955,0.6912214131791233,0.0,0.0,0.0
2015-02-02,226.490997,242.175003,222.658997,238.229004,238.229004,30612100,,0.0006766526598708886,,0.674966435732759,0.6975406351632737,9.827904324374512e-06,9.842763112527086e-06,9.813045561757935e-06
2015-02-03,237.453995,245.957001,224.483002,227.268005,227.268005,40783700,,0.0006376637371679926,,0.5217914396351819,0.7008248860823969,4.889554063739919e-05,4.8918151074908885e-05,4.887293023874686e-05
2015-02-04,227.511002,230.057999,221.113007,226.852997,226.852997,26594300,,0.0006045748064505453,,0.5925806156343815,0.6958542785315066,6.241128222440667e-05,6.242222321333184e-05,6.24003412542846e-05
2015-02-05,227.664993,239.404999,214.725006,217.110992,217.110992,22516400,,0.0005706749086229184,,0.5267039297739261,0.6983857150351964,6.95740057855311e-05,6.959090187380092e-05,6.955710972629883e-05
2015-02-06,216.923004,230.509995,216.231995,222.266006,222.266006,24435300,,0.0005412442624484516,,0.6335468157763454,0.6993114228721563,8.785510666039489e-05,8.787419389604196e-05,8.783601945755014e-05
2015-02-07,222.632996,230.298996,222.606995,227.753998,227.753998,21604200,,0.0005114969556275443,,0.6350647087285054,0.6998072113419562,0.00010169345715792515,0.00010171372140114392,0.00010167319294953226
2015-02-08,227.692993,229.438004,221.076996,223.412003,223.412003,17145200,,0.00047631622127385954,,0.5649624749288629,0.6959609679237371,0.00010848828546053922,0.00010849951676614308,0.00010847705417423763
2015-02-09,223.389008,223.977005,217.018997,220.110001,220.110001,27791300,,0.00044305427578207254,,0.5718268709847223,0.6950597272862542,0.00011547699219085095,0.00011548611156186493,0.00011546787283550934
2015-02-10,220.281998,221.807007,215.332001,219.839005,219.839005,21115100,,0.0004060564588550409,,0.593533707777652,0.6913894336540279,0.00010986854605855205,0.00010986903532065641,0.00010986805679728817
2015-02-11,219.731995,223.406006,218.074005,219.184998,219.184998,17201900,,0.0003679557728332129,,0.5907399818834335,0.6909334149374252,9.856820886449237e-05,9.856761675992474e-05,9.856880096804172e-05
2015-02-12,219.207993,222.199005,217.613998,221.764008,221.764008,15206200,,0.000334681608982596,,0.6143575331238467,0.6896185111944666,8.973598439006737e-05,8.973229463655249e-05,8.973967413724096e-05
2015-02-13,221.968994,240.259003,221.261993,235.427002,235.427002,42744400,,0.00030708323652317744,,0.6942145960886484,0.6995979753470432,7.986677080481846e-05,7.988652458222265e-05,7.984701706136282e-05
2015-02-14,235.528,259.808014,235.528,257.321014,257.321014,49732500,,0.00028377018753075745,,0.7445000396665149,0.7182163828665085,8.272980628825505e-05,8.279331628859715e-05,8.266629639706001e-05
2015-02-15,257.506989,265.610992,227.684006,234.824997,234.824997,56552400,,0.00025701150620483296,,0.45544126617752534,0.7312756386411384,5.2019228291652446e-05,5.211340150790538e-05,5.192505523724444e-05
2015-02-16,234.824997,239.520996,229.022003,233.843002,233.843002,28153700,,0.00022947421464299643,,0.5888063967861554,0.7311251737870453,2.8472962307151805e-05,2.8566761693740467e-05,2.8379163081764924e-05
2015-02-17,233.421997,245.774994,232.313995,243.610001,243.610001,27363100,,0.00020667065797282894,,0.6624231458436423,0.7353158403468845,3.617683670895967e-05,3.628049089554391e-05,3.6073182700513753e-05
2015-02-18,243.779999,244.251007,232.339996,236.326004,236.326004,25200800,,0.00018210021098000878,,0.5476020101865002,0.7368453488798092,3.84121138235099e-05,3.851936431739991e-05,3.8304863513938595e-05
2015-02-19,236.410004,242.671997,235.591995,240.283005,240.283005,18270500,,0.00015571400155000702,,0.6223320999172756,0.7352372356453658,4.942399817347643e-05,4.9527479020091986e-05,4.9320517504701684e-05
2015-02-20,240.251007,247.100998,239.298996,243.779007,243.779007,23876700,,0.00013244487267558957,,0.6188165259525581,0.7354280783452684,7.033449874153377e-05,7.043844604194809e-05,7.02305516197617e-05
2015-02-21,243.751999,255.320007,243.184006,244.533997,244.533997,12284200,,0.00010916648831923656,,0.6004680861799848,0.7354432827910007,8.428966196913617e-05,8.439365699200452e-05,8.418566712499204e-05
2015-02-22,244.544006,246.391998,233.850998,235.977005,235.977005,19527000,,9.42728573654272e-05,,0.539442626568122,0.7133527853015399,8.25001722184319e-05,8.255225243523423e-05,8.244809209113349e-05
2015-02-23,235.994995,240.108994,232.421005,238.891998,238.891998,16400000,,8.591782551780475e-05,,0.6152971966147991,0.7058905979163407,9.173686208186404e-05,9.177141389291477e-05,9.170231033019333e-05
2015-02-24,238.998001,239.901001,236.401993,238.735001,238.735001,14200400,,7.411683906231349e-05,,0.5944533272669279,0.7024000222648705,0.00010117857336851537,0.0001012049303453031,0.00010115221643702387
2015-02-25,238.889999,239.339996,235.529999,237.470001,237.470001,11496200,,5.802986907174233e-05,,0.5870168985250335,0.6980509337520113,0.00011735630610285389,0.00011737245650509124,0.0001173401557283721
2015-02-26,237.337006,237.710007,234.257004,236.425995,236.425995,13619400,,3.890770295967823e-05,,0.5884626526884179,0.6959320070941791,0.00012860815620828686,0.0001286193367440484,0.00012859697569174
2015-02-27,236.436005,256.653015,236.436005,253.828003,253.828003,44013900,,2.915989542605314e-05,,0.713430524054241,0.7057161422975181,0.0001493271550654417,0.0001493613463880738,0.00014929296380157032
2015-02-28,253.520004,254.692001,249.479004,254.263,254.263,13949300,,1.7224850760732408e-05,,0.5982518859403598,0.7042747600021795,0.000173842060680635,0.00017387288578129363,0.00017381123563295136
