Date,Open,High,Low,Close,Adj Close,Volume,MA50,MA200,Returns,Volatility,MA20,Upper,Lower,RSI,MACD,Range,Fibonacci_23.6%,Fibonacci_38.2%,Fibonacci_50%,Fibonacci_61.8%
2023-07-19,0.09811173975722154,0.07743499305705681,0.0,0.0991482821627282,0.0991482821627282,0.0697374239246379,0.056382290022226944,0.0,0.45758680869971174,0.1746487106757972,0.10137852985809692,0.10137817629381674,0.1013788834226177,0.4120593243320945,0.2688915989552849,0.12753104903335713,0.0618708169511778,0.05144892116345312,0.04253366867189534,0.03314034863339388
2023-07-20,0.09922201834054678,0.07743499305705681,0.0,0.09660433283678693,0.09660433283678693,0.09565882002601953,0.05763381652242561,0.002196651475775302,0.42543943170529575,0.17493766600216257,0.10058301787702195,0.10058266510522273,0.10058337064906131,0.4683531002193819,0.26101752620067814,0.12753104903335713,0.0618708169511778,0.05144892116345312,0.04253366867189534,0.03314034863339388
2023-07-21,0.09692357048473565,0.07743499305705681,0.0,0.09904019376353579,0.09904019376353579,0.05787949811889283,0.05913659344326894,0.004402201358908786,0.4682920969785699,0.17503496340282002,0.09979203624712674,0.09979168392031579,0.09979238857417749,0.42126361990300537,0.25579447732983074,0.12753104903335713,0.0618708169511778,0.05144892116345312,0.04253366867189534,0.03314034863339388
2023-07-22,0.09908527147391477,0.07743499305705681,0.0,0.09618253538458377,0.09618253538458377,0.026080657478356917,0.06036372317450933,0.006586342147712143,0.42274101958129456,0.17535832849729535,0.09880644451661114,0.09880609310912225,0.09880679592433916,0.4103016022945975,0.24987891265238774,0.12753104903335713,0.0618708169511778,0.05144892116345312,0.04253366867189534,0.03314034863339388
2023-07-23,0.09661054039956907,0.07743499305705681,0.0,0.10270863740837599,0.10270863740837599,0.039898447784057,0.061827888507244744,0.008792063423510021,0.503601407431325,0.16516886858466115,0.09756204230344434,0.0975616729273644,0.09756241167977575,0.47234700398323004,0.24850321802923894,0.12753104903335713,0.0618708169511778,0.05144892116345312,0.04253366867189534,0.03314034863339388
2023-07-24,0.10269481812524084,0.07743499305705681,0.0,0.08376859088879185,0.08376859088879185,0.10325702295820124,0.06282909203271725,0.010850786489737363,0.2855507266791584,0.19659949727543538,0.09570377977289035,0.09570346776310856,0.09570409178288453,0.3400724492418671,0.2370900355411267,0.12753104903335713,0.0618708169511778,0.05144892116345312,0.04253366867189534,0.03314034863339388
2023-07-25,0.08385684694006779,0.07743499305705681,0.0,0.08482188217850939,0.08482188217850939,0.05063620050630095,0.06451603063519973,0.012898705952963052,0.4565613570616431,0.19558705586576028,0.09420992254702565,0.09420960921847032,0.09421023587579425,0.3164669505934004,0.22862796200350785,0.12753104903335713,0.0618708169511778,0.05144892116345312,0.04253366867189534,0.03314034863339388
2023-07-26,0.08483327255468376,0.07743499305705681,0.0,0.08748423150432028,0.08748423150432028,0.08378202237629018,0.06554561818687688,0.014967391299265387,0.4706886711285506,0.18193300070456594,0.09356634285380738,0.09356600509832913,0.09356668060951556,0.35658993674214523,0.22343438438344432,0.12753104903335713,0.0618708169511778,0.05144892116345312,0.04253366867189534,0.03314034863339388
2023-07-27,0.08750527779728556,0.07743499305705681,0.0,0.08447336637854908,0.08447336637854908,0.05580699440845957,0.06693937364998837,0.016989305672855504,0.42093715931188047,0.17098534149429243,0.092252661186216,0.09225230411716068,0.09225301825551457,0.13267521369908603,0.21782880633144455,0.12753104903335713,0.0618708169511778,0.05144892116345312,0.04253366867189534,0.03314034863339388
2023-07-28,0.08454954828087591,0.07743499305705681,0.0,0.0867386986996338,0.0867386986996338,0.060400075500934736,0.0683070209403519,0.019011744977210365,0.4672103477365025,0.1723443844977662,0.0911227331020038,0.09112237887086116,0.09112308733338759,0.2631457757005283,0.21478411061902003,0.12753104903335713,0.0618708169511778,0.05144892116345312,0.04253366867189534,0.03314034863339388
2023-07-29,0.0867883655358278,0.07743499305705681,0.0,0.08752482578998988,0.08752482578998988,0.011804476113564083,0.06970654253238895,0.020998805055883585,0.4541753672103526,0.17236412386992453,0.09017736807833343,0.09017701420475799,0.09017772195214979,0.2796282692344078,0.21298996004943932,0.12753104903335713,0.0618708169511778,0.05144892116345312,0.04253366867189534,0.03314034863339388
2023-07-30,0.0875740384422955,0.07743499305705681,0.0,0.0858218221429845,0.0858218221429845,0.03434103835471704,0.07137245110862656,0.02289073601485836,0.43238405066030766,0.16809566532296386,0.08885487966200256,0.08885451853406057,0.08885524079019047,0.27487499428061796,0.2108657446755738,0.12753104903335713,0.0618708169511778,0.05144892116345312,0.04253366867189534,0.03314034863339388
2023-07-31,0.08593001910828568,0.07743499305705681,0.0,0.08487865711820597,0.08487865711820597,0.06489683429224184,0.07297310398190004,0.024619191282051478,0.4390104188278705,0.16441365595990062,0.08724021080390665,0.08723984357966086,0.08724057802840246,0.2828446777744206,0.20891322474147073,0.12753104903335713,0.0618708169511778,0.05144892116345312,0.04253366867189534,0.03314034863339388
2023-08-01,0.08493997994569502,0.07743499305705681,0.0,0.094177764577842,0.094177764577842,0.1327689016568322,0.07480889100248578,0.026248488072726617,0.5290169718845144,0.1762660540366577,0.08640908409511538,0.08640873854793307,0.08640942964253295,0.44663013072056357,0.2125913212710719,0.12753104903335713,0.0618708169511778,0.05144892116345312,0.04253366867189534,0.03314034863339388
2023-08-02,0.0948165682422093,0.07743499305705681,0.0,0.08324779391862547,0.08324779391862547,0.14241542008529515,0.0763819514094416,0.02761244067078772,0.35266609192896414,0.11467958332982911,0.08371097653730897,0.08371052074302343,0.08371143233190492,0.34962360183010965,0.20982779202503893,0.12753104903335713,0.0618708169511778,0.05144892116345312,0.04253366867189534,0.03314034863339388
2023-08-03,0.08349877802103278,0.07743499305705681,0.012494981045749087,0.08380539474417303,0.08380539474417303,0.07642402607482993,0.07835434190130519,0.028996783456598618,0.4522009928981246,0.045892247306530964,0.08236965020426168,0.08236907070299537,0.08237022970592256,0.37248610241045843,0.2081882780227356,0.11282450742655553,0.06435122186965703,0.05559022489185972,0.04809576306593766,0.04019942154180478
2023-08-04,0.08376110375386248,0.07743499305705681,0.033270264149345086,0.08162288128702466,0.08162288128702466,0.0687939422805141,0.08005607307613216,0.030315491323848365,0.42807117414316853,0.046046713047643795,0.08095132377326297,0.08095074503381361,0.08095190251310636,0.33162317961725396,0.20598366900852114,0.08837208415056655,0.06847536693272549,0.06247593020510567,0.05734380315996124,0.051936473209526435
2023-08-05,0.08169522746913993,0.07743499305705681,0.03351229768049768,0.08095584707089198,0.08095584707089198,0.01300062138004876,0.08137683588477773,0.031630220013879495,0.44139307498828606,0.04608933529327719,0.07955007345574439,0.079549495270415,0.07955065164146746,0.34605046414504315,0.20417137322178464,0.0880872116739215,0.0685234135171029,0.06255614916352514,0.0574515434872066,0.05207321069927773
