Date,Open,High,Low,Close,Adj Close,Volume,MA50,MA200,Returns,Volatility,MA20,Upper,Lower,RSI,MACD
2014-09-17,0.004289072900469738,0.0037394412842601775,0.0042427074140302095,0.004143586593597385,0.004143586593597385,4.3144924063041694e-05,,,,,,,,0.0,
2014-09-18,0.004155428106050822,0.0035744606273666463,0.0036488746862783786,0.003655463202963117,0.003655463202963117,8.140091465623854e-05,,,0.4802717382356246,,,,,0.0,
2014-09-19,0.003669223438446698,0.0031512193712080697,0.0032173424014837106,0.0032155674794026355,0.0032155674794026355,9.119257226166671e-05,,,0.4836088785079134,,,,,0.0,
2014-09-20,0.0032324006156597943,0.003085031847278003,0.003298160077783813,0.003424920037611785,0.003424920037611785,8.818341480579805e-05,,,0.652758397380891,,,,,0.18449938567823046,
2014-09-21,0.0034314717476346215,0.0029265260319714624,0.0033479709293055687,0.003275295927928034,0.003275295927928034,5.8882524078191254e-05,,,0.5559999085664695,,,,,0.16304977667133458,
2014-09-22,0.0032981096190606196,0.002846179295160894,0.0034076140654914775,0.003324725472613336,0.003324725472613336,5.18945885981061e-05,,,0.6088874283448327,,,,,0.19409243116360217,
2014-09-23,0.0033425192671726564,0.0033513132381996725,0.003393522444674245,0.003823903590853519,0.003823903590853519,0.00011165005611892068,,,0.7295206972467461,,,,,0.413891597148549,
2014-09-24,0.003842112253202789,0.0032719143724334217,0.0037701240143125127,0.0036371364725248405,0.0036371364725248405,7.041539569865717e-05,,,0.5492352665196902,,,,,0.37566846321796293,
2014-09-25,0.0036551674622263227,0.0030882981913860595,0.003593958711974654,0.0034645411017427434,0.0034645411017427434,5.955011766962202e-05,,,0.5514746030832525,,,,,0.34612876208081317,
2014-09-26,0.003481105919660598,0.0029631558094929174,0.0034510965300092386,0.0033584548538367178,0.0033584548538367178,4.429604574865001e-05,,,0.5676772358487898,,,,,0.3301710615348318,
2014-09-27,0.003364248944251811,0.002841906795920646,0.003411269132408216,0.003285668211995916,0.003285668211995916,2.5970701389764123e-05,,,0.5760750109296219,,,,,0.3200473570269802,
2014-09-28,0.0033036163190078324,0.0027601605119031572,0.003063288227124876,0.00295417375268438,0.00295417375268438,5.04291878978379e-05,,,0.5059235327430329,,,,,0.2808307746445882,
2014-09-29,0.0029690156122641263,0.0025296780914209616,0.003031691889066196,0.0029287393792525587,0.0029287393792525587,7.574360746125013e-05,,,0.5882257917179219,,,,,0.27821511645186064,
2014-09-30,0.0029565477389673265,0.0026137575325343365,0.0030498612435646225,0.0030990496199968416,0.0030990496199968416,8.20394452744188e-05,,,0.6444790794182333,,,,,0.32072602413008305,
2014-10-01,0.0031248498239365495,0.0026196195964819048,0.003160674485901573,0.003049649516438319,0.003049649516438319,5.788327067437235e-05,,,0.5817225216612084,,,,,0.3153560810900009,
2014-10-02,0.0030738055880969403,0.0025338486773536896,0.0030423552044032288,0.0029228775826500896,0.0029228775826500896,4.519899243718782e-05,,,0.5598271285621698,,,,,0.35936875385336453,
2014-10-03,0.0029430851472852823,0.002420080208459889,0.0028144911490646084,0.0026919784527074343,0.0026919784527074343,7.119468228532518e-05,,,0.5290410731937241,,,,,0.39092452894612373,
2014-10-04,0.0027161539002668205,0.002227481599342821,0.0023315919465910218,0.0022372140104095547,0.0022372140104095547,0.00011773903394601221,,,0.4589349141479888,,,,,0.27446022584166513,
2014-10-05,0.002256383847404633,0.0018966752173184267,0.0017789610650221534,0.002113217199605842,0.002113217199605842,0.00022051823293141385,,,0.5547984041530842,,,,,0.27716557409132875,
2014-10-06,0.002129819829432253,0.0019452770014464988,0.0019792917902339445,0.0022552142470618425,0.0022552142470618425,0.00020827674903687853,,,0.6433388436144157,,0.0025988488232552,,,0.302097380068776,
2014-10-07,0.0022811420446999307,0.0018594330996163028,0.002249973672833347,0.0023458525843860507,0.0023458525843860507,0.00012333337136562452,,,0.6251532076544506,,0.0025025826525344,,,0.17683995068244154,
2014-10-08,0.002363252019814309,0.002079868638226767,0.0023512565159193276,0.0025944548538039524,0.0025944548538039524,0.00013910829735622326,,,0.6753443951313567,,0.0024457671223431,,,0.27840601001307236,
2014-10-09,0.002610116923368338,0.0024934421288510308,0.0026608600945702077,0.0027738023481666003,0.0027738023481666003,0.00022146707632319867,,,0.6503693906093135,,0.0024221112103316,,,0.3540220599207156,
2014-10-10,0.0027873252237116714,0.0023817585154648413,0.0027405452927808946,0.0027223992537554744,0.0027223992537554744,0.00010756471385945236,,,0.5803024421748475,,0.0023844921936322,,,0.3624469236638916,
2014-10-11,0.0027379728121212136,0.0022669113607775813,0.002785673688285136,0.002733335786515222,0.002733335786515222,2.117217656121717e-05,,,0.5987719838753878,,0.0023554709773511,,,0.3773752164226094,
2014-10-12,0.002756437048577982,0.002445423754298087,0.0027885889788649178,0.0029744740476877595,0.0029744740476877595,3.316093795816163e-05,,,0.6673659245744097,,0.0023367154977894,,,0.5059163185065253,0.4886160655312188
2014-10-13,0.002983754207798069,0.002704880526195725,0.002981201644331453,0.0031505419281449617,0.0031505419281449617,8.35042761124664e-05,,,0.6457224958507415,,0.0023006579117133,,,0.5495842662018254,0.48886781263844087
2014-10-14,0.0031881540302957207,0.00291591040997479,0.0033199241160750074,0.0033057013258059155,0.0033057013258059155,9.28218083503569e-05,,,0.6384143116072836,,0.002282910017835,,,0.5465770755912869,0.48914180440245636
2014-10-15,0.003325642688356153,0.0027778045649569432,0.00328128957968737,0.003215226472803143,0.003215226472803143,5.5141378599964224e-05,,,0.5711387460254438,,0.0022695595641473,,,0.5369092861038396,0.48931512420832535
2014-10-16,0.0032301000000698027,0.002727934514993764,0.0030442279119295805,0.003033934869841451,0.003033934869841451,6.005045669930722e-05,,,0.5459250790962674,,0.0022521819676723,,,0.5245930891155294,0.4893645923294745
2014-10-17,0.0030555193610645602,0.002533571445159875,0.0030792525554684614,0.0030517716221723024,0.0030517716221723024,2.1900175548031343e-05,,,0.6005401612393212,,0.0022396571286629,,,0.5845147120869263,0.4894112534778172
2014-10-18,0.0030736275638297756,0.0026747247007617957,0.0031333526930519603,0.0031657964829395133,0.0031657964829395133,1.5677565030209543e-05,,,0.6275857982955871,,0.0022509892332873,,,0.7564700670580211,0.489501455962622
2014-10-19,0.003181653072089351,0.0026569493663361953,0.0032464161356117356,0.003137661271946893,0.003137661271946893,0.0,,,0.5877460987850665,,0.0022621767117943,,,0.7984585907749895,0.4895562969635159
2014-10-20,0.003151625985819703,0.0026007362081985515,0.0031224934874903437,0.0030382234359101973,0.0030382234359101973,2.9930389029590558e-05,,,0.567946225549382,,0.0022589195537322,,,0.7341372942482646,0.489548160294057
2014-10-21,0.0030505467042332896,0.0026380949086583835,0.0031614903075184667,0.0030920900878331275,0.0030920900878331275,2.357614033881058e-05,,,0.6106971273007672,,0.0022611921876539,,,0.7281516967842421,0.48956550442047214
2014-10-22,0.0031054207624473863,0.0025787462357437837,0.0031828611909572226,0.003042867966570266,0.003042867966570266,1.6317235372831e-05,,,0.5817555161141659,,0.0022676175068191,,,0.6563404396086129,0.4895521195136302
2014-10-23,0.0030585768840669324,0.0025273013051054305,0.0027931649714905216,0.0026757294288845294,0.0026757294288845294,5.8531488950302785e-05,,,0.4920543321874118,,0.0022667473940586,,,0.47113326615580964,0.4893580528586665
2014-10-24,0.002696843521622434,0.002225410975826645,0.00274571033048352,0.002674661134450064,0.002674661134450064,2.755605808746825e-05,,,0.5951844295357696,,0.0022901720827547,,,0.48608749541382124,0.4892052586073491
2014-10-25,0.002697140213891599,0.0021600253429549772,0.0025882130946884773,0.0025103308999936957,0.0025103308999936957,3.479843704905049e-05,,,0.5459951394737881,,0.0023114369723775,,,0.43691238359373563,0.4890053958563702
2014-10-26,0.00253202928144595,0.0021506931228662696,0.002604131795864101,0.002620631458223303,0.002620631458223303,1.526640943804796e-05,,,0.6297984497886627,,0.0023310045588245,,,0.39091478525218865,0.4889075845922987
2014-10-27,0.0026402332444132232,0.002142104072289334,0.002692909034198672,0.0025951821564782042,0.0025951821564782042,2.0282621634863417e-05,,,0.5877598987013668,,0.0023443558126974,,,0.31024005590309534,0.4888230515098797
2014-10-28,0.002617048648648385,0.002161819171736091,0.0027362555385158395,0.002663873128019921,0.002663873128019921,5.5029030263173265e-06,,,0.6165161734276581,,0.0023480730653068,,,0.26659752943233583,0.48879705467613455
2014-10-29,0.0026745494627911782,0.0021304533645549297,0.0024744241786477748,0.002337008241376624,0.002337008241376624,3.498421213296549e-05,,,0.4968248395639765,,0.0023246833447816,,,0.22739702412122853,0.48861831698912067
2014-10-30,0.0023572112767511542,0.0020295460080195617,0.002470331235910596,0.0024811568356933886,0.0024811568356933886,6.913377556453187e-05,,,0.6418815050320658,,0.0023117651468261,,,0.32477492879559366,0.4885591229766083
2014-10-31,0.002495248924603953,0.0019877252282778342,0.0025015952402374537,0.0023775196324856635,0.0023775196324856635,1.8893297541045062e-05,,,0.5631021879753662,,0.0022927116837145,,,0.29715670221367024,0.4884691283175735
2014-11-01,0.0024008635721675,0.001878126922439968,0.002258627852240123,0.0021909599227401483,0.0021909599227401483,3.06660811563828e-05,,,0.5359708330637977,,0.0022507555855777,,,0.21858022725965795,0.488313917470481
2014-11-02,0.002214215918743509,0.0017107405632073242,0.002252148733976193,0.0021930820136348552,0.0021930820136348552,7.661940021497643e-06,,,0.5962095747297217,,0.0021994849309001,,,0.22316847023673092,0.48820498605198087
2014-11-03,0.002206705295475469,0.0017829508005210663,0.00232547512707091,0.0022177447149523705,0.0022177447149523705,2.004185484666069e-05,,,0.6036768198466107,,0.0021412263585525,,,0.24860244980866036,0.48814500092494667
2014-11-04,0.0022303351597070978,0.0017503598901017735,0.002319373501503452,0.0022613427796793623,0.0022613427796793623,2.7754940002457016e-05,,,0.6098766926778569,,0.0020901472055858,,,0.24381820781336558,0.48813369709470017
2014-11-05,0.0022826114647787285,0.0019195396260748192,0.0024040430562481683,0.002394807064437926,0.002394807064437926,3.961291801977419e-05,0.0023197351595002,,0.6391066330016565,,0.002055922795238,,,0.3103491666071213,0.48820653561208566
2014-11-06,0.0024128567437707465,0.002059482899929508,0.0025209579090492446,0.002540291594400141,0.002540291594400141,3.670605083250289e-05,0.0022840591214814,,0.641774296598075,0.34305263314921103,0.0020285337469019,0.0020277172839314995,0.0020293502084691,0.45532291386062496,0.48835068558002387
2014-11-07,0.0025666276906999553,0.00205607060499945,0.002571584129087914,0.002438271560827145,0.002438271560827145,3.1113422999552376e-05,0.0022569745392162,,0.5639717511109115,0.32543289440956386,0.0019895757931686,0.0019887178898577995,0.0019904336950049,0.42625526319866464,0.4884224927076583
2014-11-08,0.002452872633039505,0.001972953704380581,0.0025772930529029126,0.002483872631246017,0.002483872631246017,7.467759469828814e-06,0.0022406930855636,,0.6098845674648303,0.30713158271639196,0.0019545663153601,0.0019536653733868994,0.0019554672557849,0.4921084460628206,0.48851238509490996
2014-11-09,0.002500696283128778,0.002214926635201786,0.002609025351162186,0.0027476556448916348,0.0027476556448916348,5.2116834864139396e-05,0.0022256228020315,,0.6779390654923314,0.3132701137738693,0.001939006811878,0.0019381202822491995,0.0019398933399833,0.5405668732488872,0.4887273651734325
2014-11-10,0.002751376062380869,0.002378098793864015,0.0028099902955189817,0.0028019674454643293,0.0028019674454643293,6.9909358046766e-05,0.0022150904390264,,0.6116482638437003,0.31155515496057146,0.0019234711454907,0.0019225805723123996,0.0019243617171385,0.5641768949691442,0.4889304500966758
2014-11-11,0.00280469102045762,0.0023269742725984107,0.002903237969287204,0.002813408469145004,0.002813408469145004,2.8277503658745543e-05,0.0022037127668796,,0.5988727045311252,0.31121126183796344,0.0019111839066448,0.0019102925147499996,0.0019120752970076,0.5483770846570764,0.4890998904994324
2014-11-12,0.0028362763014552167,0.0031786771406181703,0.0029674271330867212,0.0036424195224612176,0.0036424195224612176,0.00011359813012003556,0.0021996744379838,,0.8389277514327758,0.3755601769664595,0.0019629488246502,0.0019622086989328994,0.0019636889490955,0.8142308159341192,0.4896617145671121
2014-11-13,0.003716275234447164,0.003577858252846515,0.0034679213858343867,0.003600483427148059,0.003600483427148059,0.000151100192995381,0.0021988588454441,,0.5848167066849449,0.3725588637069893,0.0020125253284206,0.0020117781921365997,0.0020132724634207,0.7834088907567088,0.4900763526293751
2014-11-14,0.003584827334292665,0.0030260627573234916,0.003221223776737007,0.0032604118208597547,0.0032604118208597547,6.745638611820113e-05,0.002194316622092,,0.5082396170367319,0.3808299119276506,0.0020526911247022,0.0020519634601200995,0.0020534187880338,0.7001268642079322,0.4902172910900732
2014-11-15,0.003306272968289378,0.0028259399743083063,0.003013084673850661,0.002938622130391343,0.002938622130391343,2.796009040187236e-05,0.002184974630624,,0.5081740949917988,0.3904740728239492,0.0020697190855561,0.0020690140996457995,0.0020704240702549,0.6599970543597898,0.49015151668681406
2014-11-16,0.002936391218135321,0.002611162250153577,0.003067365960806069,0.0031129686991635463,0.0031129686991635463,1.7070308297351492e-05,0.002181131773016,,0.6455509617909729,0.3935604963168594,0.0020974458390467,0.0020967481301407995,0.0020981435467536,0.6832879579877726,0.49018051456801587
2014-11-17,0.0031385348197889456,0.002894052156350589,0.0031111659879963114,0.003105934896415392,0.003105934896415392,0.00010144752785244122,0.0021845087163335,,0.5935483926525975,0.38193347113071396,0.002121117635568,0.0021203926231784997,0.0021218426467116,0.6782459664173411,0.49018980839493137
2014-11-18,0.0031301635677829505,0.0026345370857831186,0.0030147310579371218,0.0029247474355039707,0.0029247474355039707,7.495947704570704e-05,0.002184419888802,,0.545011514058136,0.3856838400460878,0.0021525902568297,0.0021518740849530995,0.0021533064274755,0.6265692295309161,0.4900935642854336
2014-11-19,0.002924012119487673,0.0025481970182351264,0.003056703098569016,0.0030042413714676617,0.0030042413714676617,3.7090137969186056e-05,0.002182310244176,,0.6183811665897088,0.3830710478598687,0.0021806007105255,0.0021798784225855994,0.002181322997224,0.6187613811065621,0.49005047122104195
2014-11-20,0.00301916932601293,0.0024832198989290866,0.0027982097111485206,0.002667167225060313,0.002667167225060313,5.504478695357283e-05,0.0021737993632866,,0.4998761777237208,0.3956558292265597,0.0021961109386531,0.0021954182386186996,0.002196803637497,0.5239729409746486,0.48983404045359463
